159	1
311	1
609	1
729	1
756	1
780	1
866	1
1073	1
1145	1
1187	1
1279	1
1461	1
1495	1
1501	1
1573	1
1659	1
1662	1
1798	1
1890	1
1989	1
2068	1
2073	1
2119	1
159	2
511	2
780	2
866	2
1073	2
1279	2
1674	2
2119	2
609	3
756	3
1145	3
1187	3
1461	3
1495	3
1501	3
1573	3
1659	3
1662	3
1989	3
2068	3
159	4
311	4
314	4
541	4
729	4
734	4
780	4
866	4
1073	4
1279	4
1365	4
1641	4
1798	4
1890	4
2072	4
2073	4
2119	4
303	5
159	6
303	6
780	6
866	6
1073	6
1279	6
1603	6
2119	6
525	7
159	8
311	8
320	8
541	8
729	8
734	8
780	8
866	8
1073	8
1279	8
1365	8
1641	8
1798	8
1890	8
2072	8
2073	8
2074	8
2119	8
123	9
190	9
193	9
249	9
303	9
687	9
829	9
1021	9
1583	9
1801	9
159	10
303	10
780	10
866	10
1073	10
1279	10
1603	10
2119	10
46	11
144	11
159	11
311	11
320	11
541	11
715	11
729	11
734	11
780	11
866	11
1073	11
1279	11
1365	11
1485	11
1641	11
1671	11
1798	11
1890	11
2072	11
2073	11
2074	11
2119	11
193	12
249	12
303	12
687	12
1021	12
1583	12
1801	12
123	13
263	13
1420	13
1581	13
46	14
159	14
303	14
780	14
866	14
1073	14
1279	14
1603	14
1671	14
2119	14
159	15
311	15
609	15
729	15
756	15
780	15
866	15
1073	15
1145	15
1187	15
1279	15
1461	15
1495	15
1501	15
1573	15
1659	15
1662	15
1798	15
1890	15
1989	15
2068	15
2073	15
2119	15
159	16
511	16
780	16
866	16
1073	16
1279	16
1674	16
2119	16
609	17
756	17
1145	17
1187	17
1461	17
1495	17
1501	17
1573	17
1659	17
1662	17
1989	17
2068	17
46	18
144	18
159	18
311	18
320	18
541	18
715	18
729	18
734	18
780	18
866	18
1073	18
1279	18
1365	18
1485	18
1641	18
1671	18
1798	18
1890	18
2072	18
2073	18
2074	18
2119	18
123	19
190	19
193	19
249	19
303	19
687	19
829	19
1021	19
1583	19
1801	19
144	20
159	20
303	20
780	20
866	20
1073	20
1279	20
1603	20
2119	20
159	21
311	21
609	21
729	21
756	21
780	21
866	21
1073	21
1145	21
1187	21
1279	21
1461	21
1495	21
1501	21
1573	21
1659	21
1662	21
1798	21
1890	21
1989	21
2068	21
2073	21
2119	21
159	22
511	22
780	22
866	22
1073	22
1279	22
1674	22
2119	22
609	23
756	23
1145	23
1187	23
1461	23
1495	23
1501	23
1573	23
1659	23
1662	23
1989	23
2068	23
541	24
1250	24
1641	24
1761	24
1810	24
1981	24
2072	24
303	25
