154	1
295	1
686	1
712	1
739	1
820	1
1081	1
1117	1
1207	1
1381	1
1413	1
1420	1
1485	1
1569	1
1782	1
1872	1
1951	1
1955	1
2001	1
154	2
475	2
739	2
820	2
1207	2
1583	2
2001	2
712	3
1081	3
1117	3
1381	3
1413	3
1420	3
1485	3
1569	3
1872	3
1951	3
154	4
295	4
298	4
504	4
686	4
739	4
820	4
1113	4
1207	4
1289	4
1548	4
1782	4
1954	4
1955	4
2001	4
286	5
108	6
154	6
286	6
739	6
820	6
1207	6
1510	6
2001	6
154	7
295	7
303	7
504	7
686	7
739	7
820	7
1207	7
1289	7
1548	7
1782	7
1954	7
1955	7
1956	7
2001	7
122	8
177	8
181	8
234	8
286	8
645	8
784	8
969	8
1492	8
1700	8
108	9
154	9
286	9
739	9
820	9
1207	9
1510	9
2001	9
46	10
141	10
154	10
295	10
303	10
504	10
671	10
686	10
739	10
820	10
1207	10
1289	10
1548	10
1579	10
1782	10
1886	10
1954	10
1955	10
1956	10
2001	10
181	11
234	11
286	11
645	11
969	11
1492	11
1700	11
46	12
108	12
154	12
286	12
739	12
820	12
1207	12
1510	12
1579	12
1886	12
2001	12
154	13
295	13
686	13
712	13
739	13
820	13
1081	13
1117	13
1207	13
1381	13
1413	13
1420	13
1485	13
1569	13
1782	13
1872	13
1951	13
1955	13
2001	13
154	14
475	14
739	14
820	14
1207	14
1583	14
2001	14
712	15
1081	15
1117	15
1381	15
1413	15
1420	15
1485	15
1569	15
1872	15
1951	15
46	16
141	16
154	16
295	16
303	16
504	16
671	16
686	16
739	16
820	16
1207	16
1289	16
1548	16
1579	16
1782	16
1886	16
1954	16
1955	16
1956	16
2001	16
122	17
177	17
181	17
234	17
286	17
645	17
784	17
969	17
1492	17
1700	17
108	18
141	18
154	18
286	18
739	18
820	18
1207	18
1510	18
2001	18
154	19
295	19
686	19
712	19
739	19
820	19
1081	19
1117	19
1207	19
1381	19
1413	19
1420	19
1485	19
1569	19
1782	19
1872	19
1951	19
1955	19
2001	19
154	20
475	20
739	20
820	20
1207	20
1583	20
2001	20
712	21
1081	21
1117	21
1381	21
1413	21
1420	21
1485	21
1569	21
1872	21
1951	21
504	22
1178	22
1548	22
1663	22
1709	22
1864	22
1866	22
1954	22
286	23
1178	23
1663	23
1709	23
1864	23
1866	23
286	24
46	25
141	25
154	25
295	25
303	25
504	25
671	25
686	25
739	25
820	25
1207	25
1289	25
1548	25
1579	25
1782	25
1886	25
1954	25
1955	25
1956	25
2001	25
122	26
177	26
181	26
234	26
286	26
645	26
784	26
969	26
1492	26
1700	26
108	27
154	27
286	27
739	27
820	27
1207	27
1510	27
2001	27
1269	28
1299	28
1300	28
46	29
141	29
154	29
295	29
303	29
504	29
671	29
686	29
739	29
820	29
1207	29
1289	29
