Num	Gene_ID
1246	ENSG00000157350
1247	ENSG00000157399
1248	ENSG00000157404
1249	ENSG00000157426
1250	ENSG00000157593
1251	ENSG00000157881
1252	ENSG00000158006
1253	ENSG00000158008
1254	ENSG00000158019
1255	ENSG00000158050
1256	ENSG00000158079
1257	ENSG00000158161
1258	ENSG00000158402
1259	ENSG00000158467
1260	ENSG00000158470
1261	ENSG00000158578
1262	ENSG00000158623
1263	ENSG00000158669
1264	ENSG00000158716
1265	ENSG00000158786
1266	ENSG00000158828
1267	ENSG00000158850
1268	ENSG00000158864
1269	ENSG00000158874
1270	ENSG00000159063
1271	ENSG00000159131
1272	ENSG00000159199
1273	ENSG00000159228
1274	ENSG00000159231
1275	ENSG00000159267
1276	ENSG00000159322
1277	ENSG00000159337
1278	ENSG00000159348
1279	ENSG00000159398
1280	ENSG00000159399
1281	ENSG00000159423
1282	ENSG00000159593
1283	ENSG00000159692
1284	ENSG00000159714
1285	ENSG00000159720
1286	ENSG00000159792
1287	ENSG00000159899
1288	ENSG00000159921
1289	ENSG00000160014
1290	ENSG00000160075
1291	ENSG00000160191
1292	ENSG00000160194
1293	ENSG00000160200
1294	ENSG00000160209
1295	ENSG00000160211
1296	ENSG00000160226
1297	ENSG00000160285
1298	ENSG00000160326
1299	ENSG00000160408
1300	ENSG00000160446
1301	ENSG00000160447
1302	ENSG00000160469
1303	ENSG00000160471
1304	ENSG00000160602
1305	ENSG00000160688
1306	ENSG00000160752
1307	ENSG00000160868
1308	ENSG00000160870
1309	ENSG00000160883
1310	ENSG00000161013
1311	ENSG00000161217
1312	ENSG00000161281
1313	ENSG00000161533
1314	ENSG00000161714
1315	ENSG00000161980
1316	ENSG00000162066
1317	ENSG00000162139
1318	ENSG00000162302
1319	ENSG00000162368
1320	ENSG00000162383
1321	ENSG00000162407
1322	ENSG00000162408
1323	ENSG00000162433
1324	ENSG00000162434
1325	ENSG00000162496
1326	ENSG00000162551
1327	ENSG00000162630
1328	ENSG00000162688
1329	ENSG00000162694
1330	ENSG00000162733
1331	ENSG00000162813
1332	ENSG00000162882
1333	ENSG00000162885
1334	ENSG00000162889
1335	ENSG00000163002
1336	ENSG00000163082
1337	ENSG00000163106
1338	ENSG00000163114
1339	ENSG00000163281
1340	ENSG00000163295
1341	ENSG00000163344
1342	ENSG00000163349
1343	ENSG00000163352
1344	ENSG00000163389
1345	ENSG00000163393
1346	ENSG00000163482
1347	ENSG00000163513
1348	ENSG00000163521
1349	ENSG00000163527
1350	ENSG00000163541
1351	ENSG00000163545
1352	ENSG00000163558
1353	ENSG00000163581
1354	ENSG00000163586
1355	ENSG00000163629
1356	ENSG00000163631
1357	ENSG00000163655
1358	ENSG00000163684
1359	ENSG00000163686
1360	ENSG00000163719
1361	ENSG00000163754
1362	ENSG00000163755
1363	ENSG00000163785
1364	ENSG00000163788
1365	ENSG00000163817
1366	ENSG00000163882
1367	ENSG00000163902
1368	ENSG00000163931
1369	ENSG00000163932
1370	ENSG00000163964
1371	ENSG00000164023
1372	ENSG00000164039
1373	ENSG00000164045
1374	ENSG00000164053
1375	ENSG00000164068
1376	ENSG00000164086
1377	ENSG00000164088
1378	ENSG00000164116
1379	ENSG00000164211
1380	ENSG00000164258
1381	ENSG00000164294
1382	ENSG00000164329
1383	ENSG00000164332
1384	ENSG00000164347
1385	ENSG00000164363
1386	ENSG00000164405
1387	ENSG00000164414
1388	ENSG00000164434
1389	ENSG00000164466
1390	ENSG00000164494
1391	ENSG00000164535
1392	ENSG00000164543
1393	ENSG00000164574
1394	ENSG00000164638
1395	ENSG00000164687
1396	ENSG00000164733
1397	ENSG00000164885
1398	ENSG00000164889
1399	ENSG00000164896
1400	ENSG00000164904
1401	ENSG00000164919
1402	ENSG00000164951
1403	ENSG00000165029
1404	ENSG00000165059
1405	ENSG00000165102
1406	ENSG00000165264
1407	ENSG00000165269
1408	ENSG00000165272
1409	ENSG00000165282
1410	ENSG00000165304
1411	ENSG00000165449
1412	ENSG00000165458
1413	ENSG00000165475
1414	ENSG00000165609
1415	ENSG00000165629
1416	ENSG00000165672
1417	ENSG00000165688
1418	ENSG00000165704
1419	ENSG00000165752
1420	ENSG00000165782
1421	ENSG00000165794
1422	ENSG00000165841
1423	ENSG00000165970
1424	ENSG00000165996
1425	ENSG00000166016
1426	ENSG00000166035
1427	ENSG00000166123
1428	ENSG00000166136
1429	ENSG00000166165
1430	ENSG00000166169
1431	ENSG00000166224
1432	ENSG00000166228
1433	ENSG00000166311
1434	ENSG00000166333
1435	ENSG00000166340
1436	ENSG00000166391
1437	ENSG00000166411
1438	ENSG00000166428
1439	ENSG00000166483
1440	ENSG00000166484
1441	ENSG00000166507
1442	ENSG00000166548
1443	ENSG00000166562
1444	ENSG00000166741
1445	ENSG00000166747
1446	ENSG00000166800
1447	ENSG00000166821
1448	ENSG00000166825
1449	ENSG00000166851
1450	ENSG00000166908
1451	ENSG00000166986
1452	ENSG00000167065
1453	ENSG00000167080
1454	ENSG00000167107
1455	ENSG00000167114
1456	ENSG00000167130
1457	ENSG00000167165
1458	ENSG00000167186
1459	ENSG00000167280
1460	ENSG00000167283
1461	ENSG00000167306
1462	ENSG00000167311
1463	ENSG00000167315
1464	ENSG00000167325
1465	ENSG00000167363
1466	ENSG00000167468
1467	ENSG00000167508
1468	ENSG00000167531
1469	ENSG00000167580
1470	ENSG00000167601
1471	ENSG00000167657
1472	ENSG00000167658
1473	ENSG00000167699
1474	ENSG00000167720
1475	ENSG00000167733
1476	ENSG00000167741
1477	ENSG00000167769
1478	ENSG00000167772
1479	ENSG00000167778
1480	ENSG00000167780
1481	ENSG00000167792
1482	ENSG00000167815
1483	ENSG00000167863
1484	ENSG00000167900
1485	ENSG00000167910
1486	ENSG00000167969
1487	ENSG00000167996
1488	ENSG00000168000
1489	ENSG00000168002
1490	ENSG00000168003
1491	ENSG00000168067
1492	ENSG00000168078
1493	ENSG00000168092
1494	ENSG00000168237
1495	ENSG00000168282
1496	ENSG00000168291
1497	ENSG00000168306
1498	ENSG00000168393
1499	ENSG00000168487
1500	ENSG00000168495
1501	ENSG00000168575
1502	ENSG00000168653
1503	ENSG00000168679
1504	ENSG00000168710
1505	ENSG00000168781
1506	ENSG00000168906
1507	ENSG00000168907
1508	ENSG00000169020
1509	ENSG00000169021
1510	ENSG00000169032
1511	ENSG00000169071
1512	ENSG00000169100
1513	ENSG00000169105
1514	ENSG00000169118
1515	ENSG00000169154
1516	ENSG00000169169
1517	ENSG00000169180
1518	ENSG00000169255
1519	ENSG00000169299
1520	ENSG00000169359
1521	ENSG00000169398
1522	ENSG00000169410
1523	ENSG00000169660
1524	ENSG00000169679
1525	ENSG00000169692
1526	ENSG00000169710
1527	ENSG00000169738
1528	ENSG00000169764
1529	ENSG00000169826
1530	ENSG00000169919
1531	ENSG00000170145
1532	ENSG00000170190
1533	ENSG00000170191
1534	ENSG00000170222
1535	ENSG00000170266
1536	ENSG00000170312
1537	ENSG00000170323
1538	ENSG00000170340
1539	ENSG00000170364
1540	ENSG00000170385
1541	ENSG00000170390
1542	ENSG00000170426
1543	ENSG00000170445
1544	ENSG00000170482
1545	ENSG00000170502
1546	ENSG00000170516
1547	ENSG00000170522
1548	ENSG00000170525
1549	ENSG00000170734
1550	ENSG00000170786
1551	ENSG00000170836
1552	ENSG00000170890
1553	ENSG00000170899
1554	ENSG00000170906
1555	ENSG00000170950
1556	ENSG00000170961
1557	ENSG00000171004
1558	ENSG00000171097
1559	ENSG00000171100
1560	ENSG00000171155
1561	ENSG00000171234
1562	ENSG00000171298
1563	ENSG00000171302
1564	ENSG00000171307
1565	ENSG00000171310
1566	ENSG00000171314
1567	ENSG00000171408
1568	ENSG00000171453
1569	ENSG00000171503
1570	ENSG00000171848
1571	ENSG00000171862
1572	ENSG00000171989
1573	ENSG00000172053
1574	ENSG00000172071
1575	ENSG00000172113
1576	ENSG00000172197
1577	ENSG00000172269
1578	ENSG00000172292
1579	ENSG00000172296
1580	ENSG00000172315
1581	ENSG00000172318
1582	ENSG00000172331
1583	ENSG00000172340
1584	ENSG00000172482
1585	ENSG00000172531
1586	ENSG00000172543
1587	ENSG00000172572
1588	ENSG00000172613
1589	ENSG00000172680
1590	ENSG00000172728
1591	ENSG00000172830
1592	ENSG00000172831
1593	ENSG00000172890
1594	ENSG00000172893
1595	ENSG00000172939
1596	ENSG00000172955
1597	ENSG00000172987
1598	ENSG00000173085
1599	ENSG00000173221
1600	ENSG00000173281
1601	ENSG00000173327
1602	ENSG00000173418
1603	ENSG00000173482
1604	ENSG00000173540
1605	ENSG00000173598
1606	ENSG00000173599
1607	ENSG00000173610
1608	ENSG00000173614
1609	ENSG00000173638
1610	ENSG00000173660
1611	ENSG00000173786
1612	ENSG00000173846
1613	ENSG00000173915
1614	ENSG00000174080
1615	ENSG00000174156
1616	ENSG00000174165
1617	ENSG00000174233
1618	ENSG00000174327
1619	ENSG00000174358
1620	ENSG00000174437
1621	ENSG00000174448
1622	ENSG00000174502
1623	ENSG00000174607
1624	ENSG00000174669
1625	ENSG00000174684
1626	ENSG00000174876
1627	ENSG00000174886
1628	ENSG00000174915
1629	ENSG00000174990
1630	ENSG00000175003
1631	ENSG00000175040
1632	ENSG00000175198
1633	ENSG00000175215
1634	ENSG00000175264
1635	ENSG00000175283
1636	ENSG00000175445
1637	ENSG00000175482
1638	ENSG00000175505
1639	ENSG00000175535
1640	ENSG00000175567
1641	ENSG00000175592
1642	ENSG00000175634
1643	ENSG00000176022
1644	ENSG00000176095
1645	ENSG00000176105
1646	ENSG00000176170
1647	ENSG00000176194
1648	ENSG00000176340
1649	ENSG00000176393
1650	ENSG00000176444
1651	ENSG00000176454
1652	ENSG00000176485
1653	ENSG00000176597
1654	ENSG00000176890
1655	ENSG00000176928
1656	ENSG00000176974
1657	ENSG00000177156
1658	ENSG00000177169
1659	ENSG00000177189
1660	ENSG00000177191
1661	ENSG00000177239
1662	ENSG00000177542
1663	ENSG00000177628
1664	ENSG00000177646
1665	ENSG00000177666
1666	ENSG00000177669
1667	ENSG00000177700
1668	ENSG00000178035
1669	ENSG00000178093
1670	ENSG00000178127
1671	ENSG00000178234
1672	ENSG00000178445
1673	ENSG00000178537
1674	ENSG00000178700
1675	ENSG00000178741
1676	ENSG00000178921
1677	ENSG00000178952
1678	ENSG00000178999
1679	ENSG00000179085
1680	ENSG00000179091
1681	ENSG00000179115
1682	ENSG00000179163
1683	ENSG00000179295
1684	ENSG00000179958
1685	ENSG00000180011
1686	ENSG00000180138
1687	ENSG00000180251
1688	ENSG00000180370
1689	ENSG00000180432
1690	ENSG00000180549
1691	ENSG00000180776
1692	ENSG00000180817
1693	ENSG00000180879
1694	ENSG00000180953
1695	ENSG00000181019
1696	ENSG00000181035
1697	ENSG00000181045
1698	ENSG00000181192
1699	ENSG00000181222
1700	ENSG00000181523
1701	ENSG00000181555
1702	ENSG00000181789
1703	ENSG00000181804
1704	ENSG00000181830
1705	ENSG00000181867
1706	ENSG00000181915
1707	ENSG00000182022
1708	ENSG00000182054
1709	ENSG00000182156
1710	ENSG00000182197
1711	ENSG00000182199
1712	ENSG00000182224
1713	ENSG00000182272
1714	ENSG00000182333
1715	ENSG00000182541
1716	ENSG00000182551
1717	ENSG00000182578
1718	ENSG00000182580
1719	ENSG00000182591
1720	ENSG00000182793
1721	ENSG00000182858
1722	ENSG00000183010
1723	ENSG00000183044
1724	ENSG00000183048
1725	ENSG00000183049
1726	ENSG00000183077
1727	ENSG00000183305
1728	ENSG00000183648
1729	ENSG00000183696
1730	ENSG00000183735
1731	ENSG00000183765
1732	ENSG00000183828
1733	ENSG00000183921
1734	ENSG00000183943
1735	ENSG00000183955
1736	ENSG00000184007
1737	ENSG00000184076
1738	ENSG00000184203
1739	ENSG00000184210
1740	ENSG00000184216
1741	ENSG00000184227
1742	ENSG00000184304
1743	ENSG00000184343
1744	ENSG00000184432
1745	ENSG00000184489
1746	ENSG00000184545
1747	ENSG00000184752
1748	ENSG00000184983
1749	ENSG00000184999
1750	ENSG00000185000
1751	ENSG00000185013
1752	ENSG00000185274
1753	ENSG00000185324
1754	ENSG00000185386
1755	ENSG00000185420
1756	ENSG00000185483
1757	ENSG00000185803
1758	ENSG00000185813
1759	ENSG00000185825
1760	ENSG00000185883
1761	ENSG00000185973
1762	ENSG00000186010
1763	ENSG00000186104
1764	ENSG00000186111
1765	ENSG00000186141
1766	ENSG00000186153
1767	ENSG00000186160
1768	ENSG00000186184
1769	ENSG00000186198
1770	ENSG00000186204
1771	ENSG00000186298
1772	ENSG00000186526
1773	ENSG00000186529
1774	ENSG00000186792
1775	ENSG00000186908
1776	ENSG00000187021
1777	ENSG00000187048
1778	ENSG00000187091
1779	ENSG00000187531
1780	ENSG00000187581
1781	ENSG00000187630
1782	ENSG00000187676
1783	ENSG00000187733
1784	ENSG00000187758
1785	ENSG00000187980
1786	ENSG00000188089
1787	ENSG00000188191
1788	ENSG00000188322
1789	ENSG00000188386
1790	ENSG00000188641
1791	ENSG00000188676
1792	ENSG00000188690
1793	ENSG00000188706
1794	ENSG00000188716
1795	ENSG00000188784
1796	ENSG00000189037
1797	ENSG00000189043
1798	ENSG00000196177
1799	ENSG00000196188
1800	ENSG00000196305
1801	ENSG00000196313
1802	ENSG00000196344
1803	ENSG00000196368
1804	ENSG00000196396
1805	ENSG00000196411
1806	ENSG00000196455
1807	ENSG00000196475
1808	ENSG00000196511
1809	ENSG00000196517
1810	ENSG00000196547
1811	ENSG00000196616
1812	ENSG00000196620
1813	ENSG00000196730
1814	ENSG00000196743
1815	ENSG00000196839
1816	ENSG00000196950
1817	ENSG00000196968
1818	ENSG00000197093
1819	ENSG00000197119
1820	ENSG00000197122
1821	ENSG00000197208
1822	ENSG00000197217
1823	ENSG00000197241
1824	ENSG00000197296
1825	ENSG00000197355
1826	ENSG00000197375
1827	ENSG00000197406
1828	ENSG00000197416
1829	ENSG00000197448
1830	ENSG00000197496
1831	ENSG00000197506
1832	ENSG00000197563
1833	ENSG00000197586
1834	ENSG00000197601
1835	ENSG00000197713
1836	ENSG00000197746
1837	ENSG00000197763
1838	ENSG00000197888
1839	ENSG00000197894
1840	ENSG00000197901
1841	ENSG00000197977
1842	ENSG00000198001
1843	ENSG00000198074
1844	ENSG00000198075
1845	ENSG00000198077
1846	ENSG00000198099
1847	ENSG00000198108
1848	ENSG00000198130
1849	ENSG00000198162
1850	ENSG00000198189
1851	ENSG00000198276
1852	ENSG00000198355
1853	ENSG00000198380
1854	ENSG00000198400
1855	ENSG00000198431
1856	ENSG00000198488
1857	ENSG00000198569
1858	ENSG00000198586
1859	ENSG00000198610
1860	ENSG00000198648
1861	ENSG00000198650
1862	ENSG00000198668
1863	ENSG00000198682
1864	ENSG00000198695
1865	ENSG00000198704
1866	ENSG00000198712
1867	ENSG00000198721
1868	ENSG00000198727
1869	ENSG00000198743
1870	ENSG00000198752
1871	ENSG00000198763
1872	ENSG00000198786
1873	ENSG00000198804
1874	ENSG00000198805
1875	ENSG00000198825
1876	ENSG00000198840
1877	ENSG00000198886
1878	ENSG00000198888
1879	ENSG00000198899
1880	ENSG00000198909
1881	ENSG00000198910
1882	ENSG00000198931
1883	ENSG00000198938
1884	ENSG00000198951
1885	ENSG00000198964
1886	ENSG00000203837
1887	ENSG00000203857
1888	ENSG00000203859
1889	ENSG00000203972
1890	ENSG00000204007
1891	ENSG00000204160
1892	ENSG00000204217
1893	ENSG00000204228
1894	ENSG00000204310
1895	ENSG00000204344
1896	ENSG00000204370
1897	ENSG00000204371
1898	ENSG00000204386
1899	ENSG00000204394
1900	ENSG00000204435
1901	ENSG00000204580
1902	ENSG00000205060
1903	ENSG00000205111
1904	ENSG00000205186
1905	ENSG00000205301
1906	ENSG00000205309
1907	ENSG00000205560
1908	ENSG00000205669
1909	ENSG00000205678
1910	ENSG00000205808
1911	ENSG00000205923
1912	ENSG00000206203
1913	ENSG00000206527
1914	ENSG00000211452
1915	ENSG00000211455
1916	ENSG00000211456
1917	ENSG00000212122
1918	ENSG00000212907
1919	ENSG00000213024
1920	ENSG00000213160
1921	ENSG00000213366
1922	ENSG00000213398
1923	ENSG00000213614
1924	ENSG00000213619
1925	ENSG00000213639
1926	ENSG00000213648
1927	ENSG00000213759
1928	ENSG00000213760
1929	ENSG00000213920
1930	ENSG00000213923
1931	ENSG00000213930
1932	ENSG00000214102
1933	ENSG00000214160
1934	ENSG00000214530
1935	ENSG00000218823
1936	ENSG00000221823
1937	ENSG00000221914
1938	ENSG00000221968
1939	ENSG00000221988
1940	ENSG00000223802
1941	ENSG00000224586
1942	ENSG00000225697
1943	ENSG00000228253
1944	ENSG00000228716
1945	ENSG00000229894
1946	ENSG00000229937
1947	ENSG00000233276
1948	ENSG00000235376
1949	ENSG00000235863
1950	ENSG00000237172
1951	ENSG00000237763
1952	ENSG00000238205
1953	ENSG00000239642
1954	ENSG00000239672
1955	ENSG00000239900
1956	ENSG00000240224
1957	ENSG00000240303
1958	ENSG00000240583
1959	ENSG00000240857
1960	ENSG00000241119
1961	ENSG00000241258
1962	ENSG00000241343
1963	ENSG00000241360
1964	ENSG00000241404
1965	ENSG00000241468
1966	ENSG00000241635
1967	ENSG00000241837
1968	ENSG00000241878
1969	ENSG00000241973
1970	ENSG00000242110
1971	ENSG00000242366
1972	ENSG00000242515
1973	ENSG00000242612
1974	ENSG00000243135
1975	ENSG00000243477
1976	ENSG00000243480
1977	ENSG00000243678
1978	ENSG00000243955
1979	ENSG00000243989
1980	ENSG00000244038
1981	ENSG00000244067
1982	ENSG00000244122
1983	ENSG00000244474
1984	ENSG00000244486
1985	ENSG00000247077
1986	ENSG00000248098
1987	ENSG00000248144
1988	ENSG00000248333
1989	ENSG00000249948
1990	ENSG00000250506
1991	ENSG00000250741
1992	ENSG00000251287
1993	ENSG00000253710
1994	ENSG00000254087
1995	ENSG00000254505
1996	ENSG00000254685
1997	ENSG00000255072
1998	ENSG00000255974
1999	ENSG00000256043
2000	ENSG00000256269
2001	ENSG00000256525
2002	ENSG00000257594
2003	ENSG00000259916
2004	ENSG00000263528
2005	ENSG00000265203
2006	ENSG00000268104
2007	ENSG00000272325
2008	ENSG00000273841
2009	ENSG00000274252
2010	ENSG00000274391
2011	ENSG00000275183
2012	ENSG00000275342
2013	ENSG00000276023
2014	ENSG00000276293
2015	ENSG00000277161
2016	ENSG00000277494
2017	ENSG00000277893
2018	ENSG00000278540
2019	ENSG00000281028
2020	ENSG00000282301
2021	ENSG00000284844
2022	ENSG00000285043
2023	ENSG00000285269
2024	ENSG00000285441
