146	1
286	1
566	1
679	1
704	1
727	1
811	1
1000	1
1067	1
1104	1
1188	1
1362	1
1395	1
1401	1
1468	1
1546	1
1549	1
1765	1
1856	1
1926	1
1931	1
1975	1
146	2
475	2
727	2
811	2
1000	2
1188	2
1561	2
1975	2
566	3
704	3
1067	3
1104	3
1362	3
1395	3
1401	3
1468	3
1546	3
1549	3
1856	3
1926	3
146	4
286	4
289	4
504	4
679	4
727	4
811	4
1000	4
1188	4
1272	4
1529	4
1765	4
1930	4
1931	4
1975	4
278	5
146	6
278	6
727	6
811	6
1000	6
1188	6
1496	6
1975	6
489	7
146	8
286	8
293	8
504	8
679	8
727	8
811	8
1000	8
1188	8
1272	8
1529	8
1765	8
1930	8
1931	8
1932	8
1975	8
113	9
173	9
176	9
225	9
278	9
640	9
775	9
954	9
1477	9
1679	9
146	10
278	10
727	10
811	10
1000	10
1188	10
1496	10
1975	10
39	11
131	11
146	11
286	11
293	11
504	11
668	11
679	11
727	11
811	11
1000	11
1188	11
1272	11
1386	11
1529	11
1558	11
1765	11
1930	11
1931	11
1932	11
1975	11
176	12
225	12
278	12
640	12
954	12
1477	12
1679	12
39	13
146	13
278	13
727	13
811	13
1000	13
1188	13
1496	13
1558	13
1975	13
146	14
286	14
566	14
679	14
704	14
727	14
811	14
1000	14
1067	14
1104	14
1188	14
1362	14
1395	14
1401	14
1468	14
1546	14
1549	14
1765	14
1856	14
1926	14
1931	14
1975	14
146	15
475	15
727	15
811	15
1000	15
1188	15
1561	15
1975	15
566	16
704	16
1067	16
1104	16
1362	16
1395	16
1401	16
1468	16
1546	16
1549	16
1856	16
1926	16
39	17
131	17
146	17
286	17
293	17
504	17
668	17
679	17
727	17
811	17
1000	17
1188	17
1272	17
1386	17
1529	17
1558	17
1765	17
1930	17
1931	17
1932	17
1975	17
113	18
173	18
176	18
225	18
278	18
640	18
775	18
954	18
1477	18
1679	18
131	19
146	19
278	19
727	19
811	19
1000	19
1188	19
1496	19
1975	19
146	20
286	20
566	20
679	20
704	20
727	20
811	20
1000	20
1067	20
1104	20
1188	20
1362	20
1395	20
1401	20
1468	20
1546	20
1549	20
1765	20
1856	20
1926	20
1931	20
1975	20
146	21
475	21
727	21
811	21
1000	21
1188	21
1561	21
1975	21
566	22
704	22
1067	22
1104	22
1362	22
1395	22
1401	22
1468	22
1546	22
1549	22
1856	22
1926	22
504	23
1161	23
1529	23
1641	23
1687	23
1849	23
1930	23
278	24
1161	24
1641	24
1687	24
1849	24
278	25
39	26
131	26
146	26
286	26
293	26
504	26
668	26
679	26
727	26
811	26
1000	26
1188	26
1272	26
1386	26
1529	26
1558	26
1765	26
1930	26
1931	26
1932	26
1975	26
113	27
173	27
176	27
225	27
278	27
640	27
775	27
954	27
1477	27
1679	27
146	28
278	28
727	28
811	28
1000	28
1188	28
1496	28
1975	28
1252	29
1282	29
1283	29
286	30
679	30
1765	30
1931	30
239	31
286	31
679	31
1321	31
1765	31
1931	31
39	32
131	32
146	32
286	32
293	32
504	32
668	32
679	32
727	32
811	32
1000	32
1188	32
1272	32
1386	32
1529	32
1558	32
1765	32
1930	32
1931	32
1932	32
1975	32
176	33
278	33
640	33
1679	33
39	34
146	34
278	34
727	34
811	34
1000	34
1188	34
1496	34
1558	34
1975	34
